species,longitude,latitude
Oligoryzomys andinus,-76.53333,-11.28333
Calomys sorellus,-73.91667,-12.28333
Thylamys pallidior,-76.35595,-11.85
Graomys domorum,-65.6,-17.38333
Calomys lepidus,-68.15,-16.8
Calomys sorellus,-76.16325,-10.58105
Abrothrix jelskii,-76.16325,-10.58105
Akodon albiventer,-66.41667,-21.11667
Calomys musculinus,-65.6,-21.7
Akodon albiventer,-67.15,-18.55
Eligmodontia puerulus,-66.48333,-21.11667
Calomys sorellus,-76.55,-11.31667
Calomys musculinus,-65.55,-17.35
Calomys musculinus,-65.43249,-24.03333
Akodon simulator,-64.61667,-21.5
Calomys sorellus,-76.53333,-11.28333
Phyllotis wolffsohni,-66.4,-17.51667
Calomys sorellus,-76.63886,-11.46722
Calomys sorellus,-76.60604,-11.08667
Phyllotis amicus,-76.48135,-11.86667
Calomys lepidus,-66.86667,-17.73333
Phyllotis xanthopygus,-76.51162,-11.91306
Calomys sorellus,-72.91667,-13.43871
Graomys domorum,-64.61667,-21.5
Eligmodontia puerulus,-65.75,-22.0
Graomys domorum,-66.1,-20.5
Phyllotis xanthopygus,-74.21667,-13.14559
Graomys domorum,-65.56667,-21.71667
Phyllotis andium,-76.57755,-11.28333
Phyllotis andium,-76.53333,-11.28333
Akodon albiventer,-66.45,-21.11667
Graomys domorum,-66.4,-17.51667
Phyllotis amicus,-76.67082,-11.85
Phyllotis caprinus,-65.21667,-20.65
Abrothrix jelskii,-76.61337,-11.08667
Phyllotis andium,-76.61337,-11.08667
Phyllotis xanthopygus,-73.91667,-12.28333
Phyllotis amicus,-76.93714,-11.76667
Phyllotis andium,-76.41468,-11.85
Phyllotis andium,-76.63886,-11.46722
Phyllotis andium,-76.35595,-11.85
Phyllotis xanthopygus,-76.48135,-11.86667
Phyllotis xanthopygus,-76.65007,-11.94306
Phyllotis andium,-76.45,-11.88333
Phyllotis andium,-76.48135,-11.86667
Phyllotis andium,-76.51162,-11.91306
Phyllotis xanthopygus,-76.57674,-11.08667
Phyllotis xanthopygus,-68.15,-16.8
Phyllotis xanthopygus,-77.15,-12.03333
Phyllotis xanthopygus,-76.83333,-11.98333
Phyllotis xanthopygus,-76.61337,-11.08667
Phyllotis xanthopygus,-76.60604,-11.08667
Phyllotis xanthopygus,-76.67082,-11.85
Phyllotis xanthopygus,-65.76667,-19.86667
Phyllotis xanthopygus,-65.36177,-23.56667
Phyllotis xanthopygus,-65.3,-21.86667
Phyllotis xanthopygus,-65.75,-22.0
Phyllotis xanthopygus,-66.45,-21.11667
Phyllotis xanthopygus,-67.15,-18.55
Phyllotis xanthopygus,-66.41667,-21.11667
Phyllotis osilae,-70.78583,-14.61083
Phyllotis wolffsohni,-65.6,-17.38333
Phyllotis osilae,-64.7,-21.46667
Phyllotis wolffsohni,-65.55,-17.35
Phyllotis osilae,-65.55,-17.35
Phyllotis osilae,-65.61667,-17.5
Phyllotis osilae,-65.43249,-24.03333
Phyllotis wolffsohni,-64.53333,-17.9
Auliscomys pictus,-76.11667,-10.85
Auliscomys sublimis,-68.15,-16.8
Phyllotis caprinus,-65.36667,-23.56667
Neotomys ebriosus,-76.57674,-11.08667
Aegialomys xanthaeolus,-76.51162,-11.91306
Andinomys edax,-65.76667,-19.86667
Andinomys edax,-65.36667,-23.56667
Auliscomys sublimis,-66.86667,-17.73333
Aegialomys xanthaeolus,-76.48135,-11.86667
Neotomys ebriosus,-76.16325,-10.58105
Mus musculus,-68.15,-16.8
Ctenomys opimus,-67.13333,-17.98333
Octodontomys gliroides,-65.56667,-21.71667
Aegialomys xanthaeolus,-76.41468,-11.85
Abrocoma boliviensis,-64.53333,-17.9
Cuniculus paca,-91.98215,17.5099
Pecari tajacu,-91.98215,17.5099
Bradypus variegatus,-85.10798,15.4389
Akodon mollis,-79.05,-6.9
Lycalopex griseus,-72.56746,-16.48887
Sylvilagus brasiliensis,-95.30722,18.53222
Didelphis albiventris,-79.05,-6.9
Orthogeomys hispidus,-95.30722,18.53222
Eira barbara,-79.05,-6.9
Mazama americana,-95.30722,18.53222
Didelphis virginiana,-95.30722,18.53222
Glossophaga soricina,-95.23084,18.53289
Mus musculus,-95.30722,18.53222
Cuniculus paca,-95.23084,18.53289
Potos flavus,-48.48333,-1.45
Abrothrix jelskii,-75.56667,-11.73333
Coendou bicolor,-79.05,-6.9
Conepatus semistriatus,-81.01667,-4.10417
Peromyscus mexicanus,-95.30722,18.53222
Didelphis albiventris,-77.05,-12.05
Sciurus aureogaster,-95.30722,18.53222
Sylvilagus brasiliensis,-95.10111,17.56655
Cyclopes didactylus,-48.48333,-1.45
Sciurus aureogaster,-95.10111,17.56655
Conepatus semistriatus,-79.05,-6.9
Sciurus deppei,-95.30722,18.53222
Caluromys lanatus,-48.48333,-1.45
Lycalopex griseus,-72.25167,-16.25126
Nasua narica,-48.48333,-1.45
Dasyprocta mexicana,-95.10111,17.56655
Choloepus hoffmanni,-84.1,10.13333
Pudu mephistophiles,-76.45,2.4
Peromyscus melanotis,-98.82621,19.09007
Reithrodontomys chrysopsis,-98.82621,19.09007
Carollia perspicillata,-76.58333,2.66667
Artibeus hartii,-76.58333,3.25
Sciurus granatensis,-76.58333,3.25
Cebuella pygmaea,-69.95,-4.15
Handleyomys alfaroi,-76.58333,3.25
Akodon affinis,-76.58333,3.25
Microsciurus flaviventer,-76.65,3.21667
Melanomys caliginosus,-76.58333,2.66667
Oligoryzomys fulvescens,-76.58333,3.25
Sciurus granatensis,-76.58333,2.66667
Akodon affinis,-76.46667,3.01667
Heteromys australis,-76.58333,3.25
Artibeus lituratus,-76.58333,3.25
Sciurus pucheranii,-76.51667,0.58333
Tapirus pinchaque,-75.96667,1.96667
Mazama americana,-76.51667,0.5
Saimiri sciureus,-75.58333,1.75
Mazama rufina,-76.01667,2.26667
Reithrodontomys mexicanus,-76.58333,3.25
Melanomys caliginosus,-76.58333,3.25
Saimiri sciureus,-73.43333,3.68333
Tapirus pinchaque,-76.58333,2.25
Eumops perotis,-76.55,3.41667
Lagothrix lagotricha,-69.95,-4.15
Pudu mephistophiles,-76.46667,2.33333
Tapirus pinchaque,-76.01667,2.26667
Callicebus moloch,-73.43333,3.68333
Echinoprocta rufescens,-76.58333,3.25
Glossophaga soricina,-76.46667,3.38333
Rattus rattus,-76.58333,3.25
Sylvilagus brasiliensis,-76.51667,0.5
Mazama gouazoupira,-76.08333,2.25
Saguinus nigricollis,-69.95,-4.15
Peropteryx kappleri,-76.46667,3.38333
Tremarctos ornatus,-77.08333,1.03333
Tapirus pinchaque,-77.11667,1.2
Eira barbara,-76.53333,3.25
Cebuella pygmaea,-76.51667,0.5
Cuniculus paca,-76.63333,3.8
Odocoileus virginianus,-73.43333,3.68333
Cebus apella,-73.43333,3.68333
Tursiops truncatus,-89.43333,-0.83306
Zalophus wollebaeki,-89.61667,-0.9
Felis silvestris,-90.5,-1.28306
Bos taurus,-90.45662,-1.28306
Sus scrofa,-90.45662,-1.28306
Zalophus wollebaeki,-89.65,-1.38306
Bos taurus,-90.5,-1.28306
Capra hircus,-90.38306,-0.63306
Sus scrofa,-90.28306,-0.67724
Capra hircus,-90.38306,-0.76667
Capra hircus,-89.65,-1.38306
Capra hircus,-90.28306,-0.7209
Sus scrofa,-90.28306,-0.63356
Myotis chiloensis,-71.71906,-38.22039
Desmodus rotundus,-61.2,10.5833
Oryzomys couesi,-95.00694,18.25375
Leopardus wiedii,-89.62155,20.96835
Rhynchonycteris naso,-94.75,17.25
Balantiopteryx io,-94.75,17.25
Sciurus aureogaster,-94.91333,17.81293
Phyllotis darwini,-70.91667,-33.5
Histiotus montanus,-73.78333,-42.63333
Philander opossum,-89.98333,13.7
Philander opossum,-88.55,13.28333
Marmosa mexicana,-88.55,13.28333
Philander opossum,-88.36667,13.23333
Didelphis virginiana,-88.06667,13.31667
Marmosa mexicana,-89.53333,13.66667
Philander opossum,-88.06667,13.31667
Didelphis marsupialis,-88.06667,13.58333
Philander opossum,-88.07629,13.62571
Didelphis marsupialis,-89.13333,14.05
Didelphis marsupialis,-88.06487,13.6
Didelphis marsupialis,-88.21667,13.76667
Didelphis marsupialis,-89.98333,13.7
Didelphis marsupialis,-88.10949,13.6
Philander opossum,-88.05,13.62909
Chironectes minimus,-89.45,13.8
Didelphis marsupialis,-89.53333,13.66667
Didelphis marsupialis,-88.27194,13.43083
Didelphis virginiana,-88.36667,13.23333
Saccopteryx bilineata,-88.06667,13.31667
Cryptotis merriami,-88.21667,13.76667
Didelphis marsupialis,-88.04211,13.60771
Didelphis virginiana,-88.05,13.6
Didelphis marsupialis,-88.55,13.28333
Rhynchonycteris naso,-89.51667,14.26667
Didelphis marsupialis,-89.16667,14.28333
Saccopteryx bilineata,-87.98333,13.68333
Saccopteryx bilineata,-89.13333,14.05
Didelphis virginiana,-88.05,13.62909
Saccopteryx bilineata,-89.98333,13.7
Balantiopteryx plicata,-87.8,13.41667
Balantiopteryx plicata,-88.05,13.6
Balantiopteryx plicata,-88.07974,13.6
Saccopteryx leptura,-88.36667,13.23333
Balantiopteryx plicata,-88.04211,13.60771
Peropteryx macrotis,-89.51667,14.26667
Saccopteryx bilineata,-89.53333,13.66667
Balantiopteryx plicata,-88.10949,13.6
Balantiopteryx plicata,-88.06667,13.31667
Balantiopteryx plicata,-89.83333,13.58333
Pteronotus davyi,-88.09461,13.6
Saccopteryx bilineata,-88.36667,13.23333
Pteronotus personatus,-88.06577,13.61543
Pteronotus parnellii,-88.06577,13.61543
Pteronotus parnellii,-88.09461,13.6
Pteronotus parnellii,-88.06667,13.58333
Pteronotus parnellii,-87.98691,13.66171
Pteronotus parnellii,-88.06487,13.6
Pteronotus gymnonotus,-88.06577,13.61543
Balantiopteryx plicata,-88.06667,13.53333
Pteronotus parnellii,-88.05,13.62909
Pteronotus parnellii,-88.31667,13.66667
Pteronotus parnellii,-88.06667,13.53333
Mormoops megalophylla,-88.09461,13.6
Pteronotus personatus,-88.09461,13.6
Mormoops megalophylla,-88.06487,13.6
Micronycteris megalotis,-88.06577,13.61543
Micronycteris megalotis,-88.06667,13.58333
Micronycteris megalotis,-88.10949,13.6
Phyllostomus discolor,-88.06487,13.6
Trachops cirrhosus,-88.36667,13.23333
Glossophaga leachii,-87.8,13.41667
Glossophaga soricina,-88.05,13.6
Glossophaga soricina,-89.98333,13.7
Glossophaga soricina,-88.06667,13.58333
Chrotopterus auritus,-89.98333,13.7
Glossophaga soricina,-88.07974,13.6
Glossophaga soricina,-87.98333,13.72697
Glossophaga soricina,-87.98333,13.69061
Glossophaga soricina,-89.53333,13.66667
Glossophaga soricina,-88.08718,13.6
Glossophaga soricina,-88.55,13.28333
Glossophaga soricina,-88.31667,13.66667
Glossophaga soricina,-89.62972,13.85278
Glossophaga soricina,-88.09461,13.6
Anoura geoffroyi,-88.1851,13.73581
Carollia perspicillata,-88.06667,13.58333
Carollia subrufa,-88.36667,13.23333
Glossophaga soricina,-88.06667,13.31667
Glossophaga soricina,-87.98333,13.68333
Carollia subrufa,-89.53333,13.66667
Carollia perspicillata,-88.06487,13.6
Glossophaga commissarisi,-88.06667,13.31667
Anoura geoffroyi,-89.62972,13.85278
Carollia perspicillata,-88.0,13.65
Choeroniscus godmani,-89.62972,13.85278
Carollia perspicillata,-88.08718,13.6
Carollia perspicillata,-88.10949,13.6
Carollia perspicillata,-88.31667,13.66667
Carollia perspicillata,-88.07974,13.6
Carollia perspicillata,-87.98333,13.68333
Carollia subrufa,-87.8,13.41667
Uroderma bilobatum,-89.98333,13.7
Uroderma bilobatum,-89.13333,14.05
Uroderma bilobatum,-88.05,13.61455
Uroderma bilobatum,-89.53333,13.66667
Artibeus toltecus,-88.27194,13.43083
Artibeus toltecus,-89.53333,13.66667
Artibeus inopinatus,-88.05,13.61455
Artibeus jamaicensis,-89.98333,13.7
Carollia perspicillata,-87.98333,13.72697
Artibeus jamaicensis,-87.98333,13.69061
Uroderma bilobatum,-89.51667,14.26667
Desmodus rotundus,-88.07231,13.6
Artibeus lituratus,-88.21667,13.76667
Desmodus rotundus,-88.06667,13.58333
Artibeus jamaicensis,-87.98333,13.72697
Desmodus rotundus,-88.07974,13.6
Diphylla ecaudata,-88.31667,13.66667
Centurio senex,-89.13333,14.05
Desmodus rotundus,-88.55,13.28333
Desmodus rotundus,-87.98333,13.69061
Desmodus rotundus,-87.98333,13.72697
Diphylla ecaudata,-88.06667,13.58333
Natalus stramineus,-88.06667,13.58333
Desmodus rotundus,-89.53333,13.66667
Natalus stramineus,-88.31667,13.66667
Rhogeessa tumida,-89.13333,14.05
Rhogeessa tumida,-88.55,13.28333
Molossus ater,-88.06667,13.31667
Natalus stramineus,-88.09461,13.6
Eumops auripendulus,-89.53333,13.66667
Ateles geoffroyi,-88.06667,13.31667
Dasypus novemcinctus,-88.06667,13.31667
Rhogeessa tumida,-89.16667,14.28333
Ateles geoffroyi,-88.55,13.28333
Dasypus novemcinctus,-88.07231,13.6
Rhogeessa tumida,-88.36667,13.23333
Tamandua mexicana,-88.27194,13.43083
Sylvilagus floridanus,-87.8,13.41667
Dasypus novemcinctus,-88.07974,13.6
Molossus ater,-88.36667,13.23333
Sylvilagus floridanus,-88.05,13.6
Dasypus novemcinctus,-88.55,13.28333
Dasypus novemcinctus,-89.98333,13.7
Sylvilagus floridanus,-89.13333,14.05
Sylvilagus floridanus,-88.06487,13.6
Sylvilagus floridanus,-88.55,13.28333
Sylvilagus floridanus,-89.98333,13.7
Tamandua mexicana,-88.06667,13.31667
Tamandua mexicana,-88.0,13.35
Sylvilagus floridanus,-88.07231,13.6
Sciurus variegatoides,-89.16667,14.28333
Sylvilagus floridanus,-88.04211,13.60771
Sciurus variegatoides,-89.51667,14.26667
Sciurus variegatoides,-89.98333,13.7
Sylvilagus floridanus,-88.05,13.60727
Sciurus deppei,-89.62972,13.85278
Sciurus deppei,-89.16667,14.28333
Dasypus novemcinctus,-88.36667,13.23333
Sylvilagus floridanus,-88.06667,13.31667
Sciurus deppei,-89.68333,13.86667
Sciurus variegatoides,-88.06667,13.31667
Sciurus variegatoides,-83.75,10.21667
Sciurus variegatoides,-88.36667,13.23333
Sciurus variegatoides,-87.89733,13.27694
Sciurus variegatoides,-89.53333,13.66667
Sciurus variegatoides,-84.90807,10.04278
Orthogeomys grandis,-89.62972,13.85278
Sciurus variegatoides,-85.41667,10.48333
Sciurus variegatoides,-88.21667,13.76667
Sciurus variegatoides,-83.56638,9.9178
Heteromys desmarestianus,-88.21667,13.76667
Orthogeomys grandis,-88.21667,13.76667
Sciurus variegatoides,-88.27194,13.43083
Sciurus variegatoides,-88.55,13.28333
Liomys salvini,-87.8,13.41667
Liomys salvini,-88.06667,13.31667
Liomys salvini,-87.89733,13.27694
Liomys salvini,-88.21667,13.76667
Liomys salvini,-89.98333,13.7
Liomys salvini,-88.04211,13.60771
Liomys salvini,-88.27194,13.43083
Liomys salvini,-88.36667,13.23333
Liomys salvini,-88.55,13.28333
Oligoryzomys fulvescens,-88.36667,13.23333
Liomys salvini,-89.51667,14.26667
Oligoryzomys fulvescens,-88.55,13.28333
Liomys salvini,-89.53333,13.66667
Handleyomys saturatior,-89.53333,13.66667
Oryzomys couesi,-89.16667,14.28333
Oligoryzomys fulvescens,-88.21667,13.76667
Oligoryzomys fulvescens,-88.27194,13.43083
Handleyomys melanotis,-88.55,13.28333
Oryzomys couesi,-88.06667,13.31667
Oryzomys couesi,-89.98333,13.7
Oryzomys couesi,-88.04211,13.60771
Oryzomys couesi,-88.21667,13.76667
Oryzomys couesi,-89.13333,14.05
Oryzomys couesi,-88.36667,13.23333
Oryzomys couesi,-88.55,13.28333
Ototylomys phyllotis,-89.98333,13.7
Ototylomys phyllotis,-88.10949,13.6
Ototylomys phyllotis,-88.04211,13.60771
Ototylomys phyllotis,-87.89733,13.27694
Ototylomys phyllotis,-89.16667,14.28333
Ototylomys phyllotis,-87.8,13.41667
Ototylomys phyllotis,-88.27194,13.43083
Ototylomys phyllotis,-88.36667,13.23333
Ototylomys phyllotis,-88.06667,13.31667
Tylomys nudicaudus,-89.53333,13.66667
Ototylomys phyllotis,-88.21667,13.76667
Nyctomys sumichrasti,-89.53333,13.66667
Ototylomys phyllotis,-89.53333,13.66667
Nyctomys sumichrasti,-89.68333,13.86667
Ototylomys phyllotis,-88.55,13.28333
Nyctomys sumichrasti,-88.27194,13.43083
Ototylomys phyllotis,-88.05526,13.60514
Reithrodontomys mexicanus,-88.21667,13.76667
Nyctomys sumichrasti,-88.36667,13.23333
Nyctomys sumichrasti,-88.06667,13.31667
Reithrodontomys fulvescens,-88.27194,13.43083
Reithrodontomys mexicanus,-89.62972,13.85278
Nyctomys sumichrasti,-88.55,13.28333
Reithrodontomys fulvescens,-88.21667,13.76667
Nyctomys sumichrasti,-89.98333,13.7
Reithrodontomys mexicanus,-89.53333,13.66667
Peromyscus boylii,-88.21667,13.76667
Peromyscus boylii,-89.16667,14.28333
Reithrodontomys mexicanus,-89.68333,13.86667
Peromyscus mexicanus,-87.89733,13.27694
Peromyscus mexicanus,-88.21667,13.76667
Peromyscus mexicanus,-88.27194,13.43083
Peromyscus mexicanus,-89.16667,14.28333
Peromyscus mexicanus,-89.68333,13.86667
Peromyscus mexicanus,-89.13333,14.05
Peromyscus mexicanus,-89.51667,14.26667
Peromyscus mexicanus,-89.62972,13.85278
Peromyscus mexicanus,-89.53333,13.66667
Baiomys musculus,-89.13333,14.05
Peromyscus stirtoni,-87.8,13.41667
Peromyscus stirtoni,-87.88248,13.27694
Peromyscus stirtoni,-88.04211,13.60771
Baiomys musculus,-88.04211,13.60771
Baiomys musculus,-88.27194,13.43083
Baiomys musculus,-88.21667,13.76667
Peromyscus stirtoni,-88.06667,13.31667
Sigmodon hispidus,-87.89733,13.27694
Baiomys musculus,-88.31667,13.66667
Peromyscus stirtoni,-89.51667,14.26667
Sigmodon hispidus,-89.16667,14.28333
Sigmodon hispidus,-89.13333,14.05
Baiomys musculus,-89.51667,14.26667
Sigmodon hispidus,-88.06667,13.31667
Sigmodon hispidus,-87.8,13.41667
Sigmodon hispidus,-89.98333,13.7
Sigmodon hispidus,-88.04211,13.60771
Sigmodon hispidus,-88.21667,13.76667
Sigmodon hispidus,-88.36667,13.23333
Sigmodon hispidus,-88.27194,13.43083
Rheomys thomasi,-88.21667,13.76667
Sigmodon hispidus,-88.55,13.28333
Neotoma mexicana,-89.62972,13.85278
Rattus rattus,-88.55,13.28333
Sigmodon hispidus,-89.53333,13.66667
Rattus rattus,-88.05,13.6
Sphiggurus mexicanus,-88.36667,13.23333
Sphiggurus mexicanus,-88.06667,13.31667
Sphiggurus mexicanus,-88.55,13.28333
Rattus rattus,-88.06667,13.31667
Dasyprocta punctata,-88.36667,13.23333
Rattus rattus,-88.10949,13.6
Urocyon cinereoargenteus,-88.06667,13.31667
Dasyprocta punctata,-88.21667,13.76667
Urocyon cinereoargenteus,-89.98333,13.7
Sphiggurus mexicanus,-88.21667,13.76667
Dasyprocta punctata,-88.06667,13.31667
Sphiggurus mexicanus,-89.13333,14.05
Cuniculus paca,-88.21667,13.76667
Dasyprocta punctata,-89.51667,14.26667
Rattus rattus,-88.36667,13.23333
Urocyon cinereoargenteus,-88.08718,13.6
Canis latrans,-87.85,13.51667
Dasyprocta punctata,-88.55,13.28333
Procyon lotor,-89.98333,13.7
Sphiggurus mexicanus,-88.27194,13.43083
Urocyon cinereoargenteus,-89.13333,14.05
Dasyprocta punctata,-89.98333,13.7
Urocyon cinereoargenteus,-88.10949,13.6
Urocyon cinereoargenteus,-88.55,13.28333
Urocyon cinereoargenteus,-87.89733,13.27694
Urocyon cinereoargenteus,-87.85,13.51667
Urocyon cinereoargenteus,-88.21667,13.76667
Procyon lotor,-88.36667,13.23333
Urocyon cinereoargenteus,-89.51667,14.26667
Procyon lotor,-89.13333,14.05
Bassariscus sumichrasti,-89.68333,13.86667
Urocyon cinereoargenteus,-88.27194,13.43083
Nasua narica,-88.55,13.28333
Procyon lotor,-87.8,13.41667
Potos flavus,-88.27194,13.43083
Nasua narica,-88.36667,13.23333
Procyon lotor,-88.10949,13.6
Procyon lotor,-89.51667,14.26667
Procyon lotor,-88.55,13.28333
Urocyon cinereoargenteus,-88.36667,13.23333
Conepatus leuconotus,-88.21667,13.76667
Nasua narica,-88.27194,13.43083
Potos flavus,-89.98333,13.7
Mustela frenata,-89.45,13.7
Nasua narica,-89.98333,13.7
Potos flavus,-88.06667,13.31667
Mephitis macroura,-87.89733,13.27694
Spilogale putorius,-88.55,13.28333
Potos flavus,-88.36667,13.23333
Mephitis macroura,-87.80525,13.41152
Mephitis macroura,-88.36667,13.23333
Eira barbara,-88.06667,13.31667
Mephitis macroura,-89.13333,14.05
Potos flavus,-89.45,13.8
Conepatus leuconotus,-88.55,13.28333
Spilogale putorius,-89.13333,14.05
Leopardus wiedii,-88.21667,13.76667
Conepatus leuconotus,-88.06667,13.31667
Conepatus leuconotus,-88.05,13.63637
Puma yagouaroundi,-88.55,13.28333
Procyon lotor,-88.08718,13.6
Puma yagouaroundi,-88.36667,13.23333
Artibeus jamaicensis,-94.20609,18.13847
Anoura caudifera,-76.65,3.21667
Monodelphis dimidiata,-56.883,-37.1479
Oligoryzomys flavescens,-58.5261,-34.8425
Akodon azarae,-58.5261,-34.8425
Abrothrix longipilis,-71.34,-40.43
Eptesicus brasiliensis,-62.43713,-33.0
Akodon azarae,-59.9567,-37.0624
Akodon kempi,-57.9797,-34.8153
Oxymycterus rufus,-59.9567,-37.0624
Eligmodontia typus,-69.58,-36.3
Holochilus brasiliensis,-58.5261,-34.8425
Eligmodontia typus,-70.06,-38.9
Akodon azarae,-59.9353,-36.9899
Thylamys pusillus,-70.12,-38.85
Oligoryzomys flavescens,-58.4464,-34.6276
Chelemys macronyx,-71.34,-40.43
Eligmodontia typus,-69.15,-39.18
Phyllotis xanthopygus,-67.40841,-27.92629
Calomys musculinus,-62.43713,-33.0
Phyllotis xanthopygus,-69.58,-36.3
Akodon iniscatus,-70.12,-38.85
Reithrodon auritus,-59.9353,-36.9899
Calomys musculinus,-58.4464,-34.6276
Phyllotis xanthopygus,-70.12,-38.85
Oxymycterus rufus,-59.9353,-36.9899
Oxymycterus rufus,-56.883,-37.1479
Ctenomys mendocinus,-70.56,-37.61
Calomys laucha,-62.43713,-33.0
Glossophaga leachii,-85.71667,10.55
Galea musteloides,-59.9353,-36.9899
Galea musteloides,-59.9339,-37.0309
Scapteromys tumidus,-59.01667,-33.68333
Loxodontomys micropus,-71.34,-40.43
Eligmodontia typus,-70.56,-37.61
Sciurus variegatoides,-84.75517,10.0464
Calomys callosus,-64.55,-19.48333
Akodon budini,-64.55,-19.48333
Dasyprocta punctata,-83.48702,8.69865
Thylamys venustus,-64.55,-19.48333
Calomys callosus,-64.1,-18.75
Phyllotis osilae,-69.73082,-14.1887
Artibeus toltecus,-90.95694,14.47508
Saccopteryx bilineata,-90.91925,14.305
Pteronotus davyi,-89.20181,20.85586
Natalus stramineus,-88.41541,20.61976
Marmosa robinsoni,-74.8,10.98333
Liomys salvini,-85.2,10.41667
Alouatta belzebul,-85.18961,10.40638
Saccopteryx bilineata,-90.95694,14.47508
Carollia perspicillata,-84.18333,10.24484
Peromyscus mexicanus,-84.18333,10.24484
Sylvilagus brasiliensis,-83.76667,10.21667
Vampyressa pusilla,-84.18333,10.24484
Reithrodontomys creper,-83.71667,9.56667
Scotinomys xerampelinus,-83.71667,9.56667
Sciurus granatensis,-83.71667,9.56667
Glossophaga soricina,-80.01667,-6.53333
Glossophaga soricina,-79.05722,-6.12889
Nephelomys devius,-84.18333,10.24484
Thylamys tatei,-77.77404,-9.50763
Sciurus granatensis,-84.16256,10.24609
Peromyscus mexicanus,-83.71667,9.56667
Platalina genovensium,-81.04611,-4.45889
Oligoryzomys fulvescens,-84.18333,10.24484
Platalina genovensium,-81.16103,-4.44923
Glossophaga soricina,-78.6,-5.7
Glossophaga soricina,-81.04611,-4.45889
Sturnira ludovici,-84.18333,10.24484
Lonchophylla hesperia,-78.6,-5.7
Glossophaga soricina,-81.16103,-4.44923
Lonchophylla hesperia,-79.47457,-5.78767
Sturnira lilium,-79.5,-5.8
